Country,StateName,StateCode,Year,TRU,D7294_3,D7294_4,Hospitalisation_cases_received_treatment_%_sum,Hospitalisation_cases_received_treatment_%_avg,Average_duration_of_treatment_of_hospitalised_cases_sum,Average_duration_of_treatment_of_hospitalised_cases_avg,"Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_sum","Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_avg",Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_sum,Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_hospital_%_sum,Treatment_of_hospitalised_cases_from_private_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_sum,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_avg,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_sum,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_avg,Total_treatment_of_all_hospitalised_cases_%_sum,Total_treatment_of_all_hospitalised_cases_%_avg,Estimated_number_of_hospitalised_cases_sum,Estimated_number_of_hospitalised_cases_avg,Sample_of_hospitalised_cases_sum,Sample_of_hospitalised_cases_avg
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,77.7,77.7,24.1,24.1,2.4,2.4,41.2,41.2,30.7,30.7,1.7,1.7,100.0,100.0,28155.0,28155.0,4074.0,4074.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,2.1,2.1,0.7,0.7,0.3,0.3,91.0,91.0,6.5,6.5,2.1,2.1,0.0,0.0,100.0,100.0,238.0,238.0,57.0,57.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,2.4,2.4,0.6,0.6,15.8,15.8,50.1,50.1,4.6,4.6,29.4,29.4,0.0,0.0,100.0,100.0,204.0,204.0,47.0,47.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,23.5,23.5,9.1,9.1,92.8,92.8,0.5,0.5,3.6,3.6,3.0,3.0,0.1,0.1,100.0,100.0,2616.0,2616.0,677.0,677.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,23.5,23.5,25.7,25.7,65.7,65.7,0.6,0.6,10.0,10.0,22.4,22.4,1.4,1.4,100.0,100.0,1966.0,1966.0,478.0,478.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,74.3,74.3,28.0,28.0,1.9,1.9,0.7,0.7,84.4,84.4,12.7,12.7,0.3,0.3,100.0,100.0,8269.0,8269.0,1759.0,1759.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,74.0,74.0,58.6,58.6,6.1,6.1,0.8,0.8,57.1,57.1,33.8,33.8,2.2,2.2,100.0,100.0,6191.0,6191.0,1242.0,1242.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,37.8,37.8,23.2,23.2,2.6,2.6,63.7,63.7,10.2,10.2,0.2,0.2,100.0,100.0,11123.0,11123.0,2493.0,2493.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,84.9,84.9,20.4,20.4,1.9,1.9,44.8,44.8,31.0,31.0,2.0,2.0,100.0,100.0,8361.0,8361.0,1767.0,1767.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,2.0,2.0,0.7,0.7,5.6,5.6,77.9,77.9,6.0,6.0,10.5,10.5,0.0,0.0,100.0,100.0,181.0,181.0,36.0,36.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,3.1,3.1,2.2,2.2,24.9,24.9,33.3,33.3,0.6,0.6,41.2,41.2,0.0,0.0,100.0,100.0,123.0,123.0,25.0,25.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,36.5,36.5,10.2,10.2,93.6,93.6,0.4,0.4,1.6,1.6,4.4,4.4,0.0,0.0,100.0,100.0,3231.0,3231.0,487.0,487.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,36.8,36.8,15.1,15.1,67.0,67.0,0.0,0.0,5.7,5.7,11.5,11.5,15.8,15.8,100.0,100.0,1460.0,1460.0,193.0,193.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,61.5,61.5,18.7,18.7,3.9,3.9,0.1,0.1,67.4,67.4,28.6,28.6,0.0,0.0,100.0,100.0,5448.0,5448.0,912.0,912.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,60.1,60.1,17.3,17.3,12.5,12.5,0.0,0.0,26.2,26.2,49.3,49.3,12.0,12.0,100.0,100.0,2384.0,2384.0,397.0,397.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,29.7,29.7,36.6,36.6,1.8,1.8,42.2,42.2,19.4,19.4,0.0,0.0,100.0,100.0,8859.0,8859.0,1435.0,1435.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,34.5,34.5,33.0,33.0,1.0,1.0,17.8,17.8,35.1,35.1,13.0,13.0,100.0,100.0,3967.0,3967.0,615.0,615.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,2.1,2.1,0.8,0.8,6.5,6.5,72.5,72.5,6.0,6.0,14.9,14.9,0.0,0.0,100.0,100.0,210.0,210.0,54.0,54.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,3.0,3.0,2.2,2.2,24.0,24.0,31.0,31.0,1.1,1.1,43.9,43.9,0.0,0.0,100.0,100.0,138.0,138.0,38.0,38.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,35.8,35.8,10.1,10.1,92.8,92.8,0.3,0.3,1.7,1.7,5.1,5.1,0.1,0.1,100.0,100.0,3576.0,3576.0,711.0,711.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,35.6,35.6,16.3,16.3,64.1,64.1,0.3,0.3,5.8,5.8,15.1,15.1,14.7,14.7,100.0,100.0,1613.0,1613.0,279.0,279.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,62.1,62.1,19.3,19.3,3.7,3.7,0.1,0.1,67.2,67.2,29.1,29.1,0.0,0.0,100.0,100.0,6191.0,6191.0,1411.0,1411.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,61.3,61.3,26.2,26.2,12.1,12.1,0.0,0.0,28.3,28.3,48.9,48.9,10.6,10.6,100.0,100.0,2774.0,2774.0,639.0,639.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,30.1,30.1,35.7,35.7,1.7,1.7,42.4,42.4,20.2,20.2,0.1,0.1,100.0,100.0,9978.0,9978.0,2176.0,2176.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,44.7,44.7,31.0,31.0,1.1,1.1,19.5,19.5,36.7,36.7,11.8,11.8,100.0,100.0,4525.0,4525.0,956.0,956.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,2.7,2.7,1.2,1.2,11.7,11.7,39.8,39.8,6.6,6.6,42.0,42.0,0.0,0.0,100.0,100.0,30.0,30.0,18.0,18.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,2.6,2.6,2.4,2.4,16.3,16.3,11.4,11.4,5.7,5.7,66.7,66.7,0.0,0.0,100.0,100.0,15.0,15.0,13.0,13.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,30.9,30.9,8.8,8.8,85.1,85.1,0.0,0.0,2.2,2.2,11.8,11.8,1.0,1.0,100.0,100.0,346.0,346.0,224.0,224.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,27.4,27.4,24.9,24.9,36.7,36.7,3.4,3.4,7.1,7.1,49.0,49.0,3.7,3.7,100.0,100.0,153.0,153.0,86.0,86.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,66.5,66.5,23.3,23.3,2.2,2.2,0.1,0.1,65.4,65.4,32.3,32.3,0.0,0.0,100.0,100.0,744.0,744.0,499.0,499.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,70.0,70.0,89.8,89.8,9.5,9.5,0.3,0.3,41.6,41.6,46.5,46.5,2.2,2.2,100.0,100.0,390.0,390.0,242.0,242.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,33.4,33.4,28.0,28.0,1.1,1.1,44.3,44.3,26.3,26.3,0.3,0.3,100.0,100.0,1119.0,1119.0,741.0,741.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,117.2,117.2,17.1,17.1,1.4,1.4,31.2,31.2,47.7,47.7,2.6,2.6,100.0,100.0,558.0,558.0,341.0,341.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,80.7,80.7,23.5,23.5,95.2,95.2,0.1,0.1,0.0,0.0,4.8,4.8,0.0,0.0,100.0,100.0,81.0,81.0,218.0,218.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,74.6,74.6,39.5,39.5,93.1,93.1,0.0,0.0,0.0,0.0,6.9,6.9,0.0,0.0,100.0,100.0,35.0,35.0,104.0,104.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,19.3,19.3,6.1,6.1,22.0,22.0,0.0,0.0,71.0,71.0,6.3,6.3,0.7,0.7,100.0,100.0,19.0,19.0,53.0,53.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,25.4,25.4,22.3,22.3,53.8,53.8,0.0,0.0,14.4,14.4,31.8,31.8,0.0,0.0,100.0,100.0,12.0,12.0,41.0,41.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,29.6,29.6,81.1,81.1,0.1,0.1,13.7,13.7,5.1,5.1,0.1,0.1,100.0,100.0,100.0,100.0,271.0,271.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,61.8,61.8,83.1,83.1,0.0,0.0,3.7,3.7,13.2,13.2,0.0,0.0,100.0,100.0,47.0,47.0,145.0,145.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,77.8,77.8,21.3,21.3,92.5,92.5,0.1,0.1,0.6,0.6,6.9,6.9,0.0,0.0,100.0,100.0,97.0,97.0,275.0,275.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,72.4,72.4,41.0,41.0,88.3,88.3,0.0,0.0,0.0,0.0,11.7,11.7,0.0,0.0,100.0,100.0,42.0,42.0,127.0,127.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,22.2,22.2,6.0,6.0,16.1,16.1,0.9,0.9,75.3,75.3,7.2,7.2,0.5,0.5,100.0,100.0,28.0,28.0,78.0,78.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,27.6,27.6,18.9,18.9,52.0,52.0,0.0,0.0,22.3,22.3,25.7,25.7,0.0,0.0,100.0,100.0,16.0,16.0,52.0,52.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,27.3,27.3,75.5,75.5,0.2,0.2,17.2,17.2,6.9,6.9,0.1,0.1,100.0,100.0,124.0,124.0,353.0,353.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,59.9,59.9,78.3,78.3,0.0,0.0,6.1,6.1,15.6,15.6,0.0,0.0,100.0,100.0,57.0,57.0,179.0,179.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,65.4,65.4,12.2,12.2,78.3,78.3,0.0,0.0,3.8,3.8,17.9,17.9,0.0,0.0,100.0,100.0,16.0,16.0,57.0,57.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,62.5,62.5,47.9,47.9,62.0,62.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,100.0,100.0,6.0,6.0,23.0,23.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,34.6,34.6,5.3,5.3,2.1,2.1,3.1,3.1,85.6,85.6,9.2,9.2,0.0,0.0,100.0,100.0,8.0,8.0,25.0,25.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,37.5,37.5,3.3,3.3,46.5,46.5,0.0,0.0,46.5,46.5,7.1,7.1,0.0,0.0,100.0,100.0,4.0,4.0,11.0,11.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,17.5,17.5,51.9,51.9,1.1,1.1,32.2,32.2,14.9,14.9,0.0,0.0,100.0,100.0,24.0,24.0,82.0,82.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,51.2,51.2,56.2,56.2,0.0,0.0,17.4,17.4,26.4,26.4,0.0,0.0,100.0,100.0,10.0,10.0,34.0,34.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,2.5,2.5,0.5,0.5,88.9,88.9,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,6.0,6.0,9.0,9.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,4.8,4.8,0.7,0.7,91.2,91.2,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,5.0,5.0,7.0,7.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,90.9,90.9,12.6,12.6,95.6,95.6,0.3,0.3,0.0,0.0,1.5,1.5,2.6,2.6,100.0,100.0,211.0,211.0,331.0,331.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,90.2,90.2,18.1,18.1,97.3,97.3,0.0,0.0,0.8,0.8,1.5,1.5,0.5,0.5,100.0,100.0,97.0,97.0,153.0,153.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,6.6,6.6,3.2,3.2,28.1,28.1,0.0,0.0,40.8,40.8,30.1,30.1,1.0,1.0,100.0,100.0,15.0,15.0,31.0,31.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,5.0,5.0,4.4,4.4,60.5,60.5,0.0,0.0,20.3,20.3,19.2,19.2,0.0,0.0,100.0,100.0,5.0,5.0,13.0,13.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,16.3,16.3,91.0,91.0,0.6,0.6,2.7,2.7,3.3,3.3,2.4,2.4,100.0,100.0,232.0,232.0,371.0,371.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,23.2,23.2,95.2,95.2,0.4,0.4,1.7,1.7,2.3,2.3,0.4,0.4,100.0,100.0,107.0,107.0,173.0,173.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,2.5,2.5,0.4,0.4,77.2,77.2,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,7.0,7.0,15.0,15.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,4.7,4.7,0.6,0.6,81.1,81.1,18.9,18.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,6.0,6.0,11.0,11.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,91.3,91.3,11.7,11.7,96.0,96.0,0.5,0.5,0.0,0.0,1.2,1.2,2.2,2.2,100.0,100.0,257.0,257.0,498.0,498.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,89.8,89.8,17.6,17.6,94.5,94.5,0.5,0.5,0.6,0.6,1.5,1.5,3.0,3.0,100.0,100.0,119.0,119.0,251.0,251.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,6.1,6.1,2.8,2.8,26.0,26.0,0.0,0.0,46.5,46.5,26.6,26.6,0.9,0.9,100.0,100.0,17.0,17.0,42.0,42.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,5.5,5.5,3.9,3.9,51.7,51.7,0.0,0.0,34.2,34.2,14.1,14.1,0.0,0.0,100.0,100.0,7.0,7.0,25.0,25.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,15.0,15.0,91.3,91.3,1.0,1.0,2.9,2.9,2.8,2.8,2.1,2.1,100.0,100.0,281.0,281.0,555.0,555.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,22.1,22.1,91.5,91.5,1.3,1.3,2.4,2.4,2.1,2.1,2.7,2.7,100.0,100.0,132.0,132.0,287.0,287.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,2.6,2.6,0.3,0.3,23.5,23.5,76.5,76.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,6.0,6.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,4.1,4.1,0.2,0.2,29.3,29.3,70.7,70.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,4.0,4.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,93.4,93.4,7.6,7.6,98.0,98.0,1.2,1.2,0.0,0.0,0.0,0.0,0.7,0.7,100.0,100.0,46.0,46.0,167.0,167.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,88.1,88.1,15.5,15.5,82.1,82.1,2.6,2.6,0.0,0.0,1.5,1.5,13.9,13.9,100.0,100.0,22.0,22.0,98.0,98.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,4.0,4.0,0.9,0.9,9.3,9.3,0.0,0.0,90.7,90.7,0.0,0.0,0.0,0.0,100.0,100.0,2.0,2.0,11.0,11.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,7.8,7.8,1.6,1.6,27.8,27.8,0.0,0.0,72.2,72.2,0.0,0.0,0.0,0.0,100.0,100.0,2.0,2.0,12.0,12.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,8.7,8.7,92.5,92.5,3.1,3.1,3.7,3.7,0.0,0.0,0.7,0.7,100.0,100.0,49.0,49.0,184.0,184.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,17.4,17.4,75.7,75.7,5.2,5.2,5.6,5.6,1.3,1.3,12.2,12.2,100.0,100.0,25.0,25.0,114.0,114.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.5,0.5,0.2,0.2,21.8,21.8,37.3,37.3,40.9,40.9,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3.0,3.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.3,0.3,0.2,0.2,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,75.1,75.1,19.4,19.4,95.6,95.6,0.0,0.0,1.2,1.2,2.2,2.2,1.0,1.0,100.0,100.0,51.0,51.0,177.0,177.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,70.6,70.6,10.1,10.1,57.3,57.3,0.0,0.0,1.6,1.6,31.8,31.8,9.3,9.3,100.0,100.0,19.0,19.0,69.0,69.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,24.4,24.4,8.9,8.9,4.7,4.7,0.0,0.0,80.5,80.5,11.7,11.7,3.1,3.1,100.0,100.0,16.0,16.0,77.0,77.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,29.2,29.2,10.6,10.6,22.0,22.0,0.0,0.0,20.3,20.3,31.9,31.9,25.8,25.8,100.0,100.0,8.0,8.0,30.0,30.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,28.5,28.5,73.0,73.0,0.2,0.2,20.8,20.8,4.5,4.5,1.5,1.5,100.0,100.0,67.0,67.0,257.0,257.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,20.9,20.9,47.1,47.1,0.0,0.0,7.0,7.0,31.7,31.7,14.1,14.1,100.0,100.0,27.0,27.0,100.0,100.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.3,0.3,0.1,0.1,21.8,21.8,37.3,37.3,40.9,40.9,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3.0,3.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.2,0.2,0.1,0.1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,65.6,65.6,16.5,16.5,96.3,96.3,0.0,0.0,0.9,0.9,1.6,1.6,1.1,1.1,100.0,100.0,69.0,69.0,246.0,246.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,64.5,64.5,8.1,8.1,58.1,58.1,0.5,0.5,1.7,1.7,28.7,28.7,11.0,11.0,100.0,100.0,28.0,28.0,100.0,100.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,34.1,34.1,10.6,10.6,3.6,3.6,0.0,0.0,80.8,80.8,14.2,14.2,1.4,1.4,100.0,100.0,36.0,36.0,136.0,136.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,35.3,35.3,8.1,8.1,21.5,21.5,0.0,0.0,24.5,24.5,40.8,40.8,13.2,13.2,100.0,100.0,15.0,15.0,51.0,51.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,27.2,27.2,64.5,64.5,0.1,0.1,28.2,28.2,5.9,5.9,1.2,1.2,100.0,100.0,106.0,106.0,385.0,385.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,16.4,16.4,45.2,45.2,0.3,0.3,9.8,9.8,33.0,33.0,11.7,11.7,100.0,100.0,43.0,43.0,152.0,152.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,49.0,49.0,11.4,11.4,98.4,98.4,0.0,0.0,0.0,0.0,0.2,0.2,1.5,1.5,100.0,100.0,19.0,19.0,69.0,69.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,54.5,54.5,4.9,4.9,59.9,59.9,1.4,1.4,2.0,2.0,22.2,22.2,14.5,14.5,100.0,100.0,9.0,9.0,31.0,31.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,51.0,51.0,13.5,13.5,2.6,2.6,0.0,0.0,81.0,81.0,16.4,16.4,0.0,0.0,100.0,100.0,20.0,20.0,59.0,59.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,45.5,45.5,3.9,3.9,20.8,20.8,0.0,0.0,28.9,28.9,50.2,50.2,0.0,0.0,100.0,100.0,7.0,7.0,21.0,21.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,24.9,24.9,49.5,49.5,0.0,0.0,41.3,41.3,8.4,8.4,0.7,0.7,100.0,100.0,38.0,38.0,128.0,128.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,8.8,8.8,42.1,42.1,0.8,0.8,14.2,14.2,35.0,35.0,7.9,7.9,100.0,100.0,16.0,16.0,52.0,52.0
